genome,locus_tag,start,end,strand,type,gene_names
NC_000913.3,b4671,313141,313242,-,CDS,ykgR;ECK4486;YP_002791238.1
NC_000913.3,b0298,315291,315590,+,CDS,insE1;ECK0298;NP_414832.2
NC_000913.3,b0299,315587,316453,+,CDS,insF1;ECK0299;tra5-5;NP_414833.1
NC_000913.3,b0301,317726,318319,-,CDS,rclC;ECK0301;ykgB;NP_414835.2
NC_000913.3,b0303,318331,318567,-,CDS,rclB;ECK0302;ykgI;NP_414837.2
NC_000913.3,b0304,318676,320001,-,CDS,rclA;ECK0303;ykgC;NP_414838.2
NC_000913.3,b0305,320227,321081,+,CDS,rclR;ECK0304;ykgD;NP_414839.1
NC_000913.3,b0306,321608,322327,+,CDS,ykgE;ECK0305;NP_414840.1
NC_000913.3,b0307,322338,323765,+,CDS,ykgF;ECK0306;NP_414841.1
NC_000913.3,b0308,323758,324453,+,CDS,ykgG;ECK0307;NP_414842.4
NC_000913.3,b0310,324696,325364,-,CDS,ykgH;ECK0308;NP_414844.1
NC_000913.3,b0311,325577,327247,-,CDS,betA;ECK0309;NP_414845.1
NC_000913.3,b0312,327261,328733,-,CDS,betB;ECK0310;NP_414846.1
NC_000913.3,b0313,328747,329334,-,CDS,betI;ECK0311;NP_414847.3
NC_000913.3,b0314,329463,331496,+,CDS,betT;ECK0312;NP_414848.1
NC_000913.3,b4730,331802,331876,+,CDS,yahV;ECK4587;YP_009518747.1
NC_000913.3,b0315,332371,333459,+,CDS,pdeL;ECK0313;yahA;NP_414849.1
NC_000913.3,b0316,333501,334433,-,CDS,yahB;ECK0314;NP_414850.1
NC_000913.3,b0317,334525,335022,-,CDS,yahC;ECK0315;NP_414851.1
NC_000913.3,b0318,335280,335885,+,CDS,yahD;ECK0316;NP_414852.1
NC_000913.3,b0319,335925,336788,+,CDS,yahE;ECK0317;NP_414853.1
NC_000913.3,b0320,336778,338325,+,CDS,yahF;ECK0318;NP_414854.1
NC_000913.3,b0321,338325,339743,+,CDS,yahG;ECK0319;NP_414855.1
NC_000913.3,b0322,339769,340089,+,CDS,yahH;ECK0320;YP_009518748.2
NC_000913.3,b0323,340165,341115,+,CDS,yahI;ECK0321;NP_414857.1
NC_000913.3,b0324,341125,342507,+,CDS,yahJ;ECK0322;NP_414858.1
NC_000913.3,b0325,342884,343933,+,CDS,yahK;ECK0323;NP_414859.1
NC_000913.3,b0326,344176,344991,+,CDS,yahL;ECK0324;NP_414860.1
NC_000913.3,b4845,345252,345434,+,CDS,xtpA;ECK4702;YP_013606033.1
NC_000913.3,b0327,345404,345649,+,CDS,yahM;ECK0325;NP_414861.2
NC_000913.3,b0328,345666,346337,-,CDS,yahN;ECK0326;NP_414862.1
NC_000913.3,b0329,346484,346759,+,CDS,yahO;ECK0327;NP_414863.1
NC_000913.3,b0330,346857,348443,-,CDS,prpR;ECK0328;yahP;NP_414864.1
NC_000913.3,b0331,348682,349572,+,CDS,prpB;ECK0329;yahQ;NP_414865.1
NC_000913.3,b0333,350012,351181,+,CDS,prpC;ECK0330;yahS;yzzD;NP_414867.1
NC_000913.3,b0334,351215,352666,+,CDS,prpD;acnC;ECK0331;yahT;NP_414868.1
NC_000913.3,b0335,352706,354592,+,CDS,prpE;ECK0332;yahU;NP_414869.1
NC_000913.3,b0336,354922,356181,+,CDS,codB;ECK0333;NP_414870.1
NC_000913.3,b0337,356171,357454,+,CDS,codA;ECK0334;NP_414871.1
NC_000913.3,b0338,357791,358690,-,CDS,cynR;ECK0335;NP_414872.3
NC_000913.3,b0339,358799,359458,+,CDS,cynT;ECK0336;NP_414873.1
NC_000913.3,b0340,359489,359959,+,CDS,cynS;cnt;cyaN;ECK0337;NP_414874.1
NC_000913.3,b0341,359992,361146,+,CDS,cynX;ECK0338;NP_414875.1
NC_000913.3,b0342,361249,361860,-,CDS,lacA;ECK0339;NP_414876.1
NC_000913.3,b0343,361926,363179,-,CDS,lacY;ECK0340;NP_414877.1
NC_000913.3,b0344,363231,366305,-,CDS,lacZ;ECK0341;NP_414878.1
NC_000913.3,b0345,366428,367510,-,CDS,lacI;ECK0342;NP_414879.3
NC_000913.3,b0346,367587,368420,-,CDS,mhpR;ECK0343;NP_414880.2
NC_000913.3,b0347,368611,370275,+,CDS,mhpA;ECK0344;NP_414881.1
NC_000913.3,b0348,370277,371221,+,CDS,mhpB;ECK0345;NP_414882.1
NC_000913.3,b0349,371239,372105,+,CDS,mhpC;ECK0346;NP_414883.5
NC_000913.3,b0350,372115,372924,+,CDS,mhpD;ECK0347;mhpS;NP_414884.2
NC_000913.3,b0351,372921,373871,+,CDS,mhpF;ECK0348;NP_414885.1
NC_000913.3,b0352,373868,374881,+,CDS,mhpE;ECK0349;NP_414886.1
NC_000913.3,b0353,375459,376670,+,CDS,mhpT;ECK0350;yaiK;NP_414887.2
NC_000913.3,b0354,376772,377311,+,CDS,yaiL;ECK0351;NP_414888.4
NC_000913.3,b0355,377535,378368,-,CDS,frmB;ECK0352;yaiM;NP_414889.1
NC_000913.3,b0356,378462,379571,-,CDS,frmA;adhC;ECK0353;NP_414890.1
NC_000913.3,b0357,379606,379881,-,CDS,frmR;ECK0354;yaiN;NP_414891.4
NC_000913.3,b0358,380069,380842,-,CDS,yaiO;ECK0355;NP_414892.1
NC_000913.3,b0360,381351,381716,+,CDS,insC1;ECK0357;yi21-1;NP_414894.2
NC_000913.3,b0361,381674,382579,+,CDS,insD1;ECK0358;yi22-1;NP_414895.1
NC_000913.3,b0363,382739,383935,-,CDS,yaiP;ECK0360;NP_414897.1
NC_000913.3,b4731,383960,384079,+,CDS,ykiC;ECK4588;YP_009518749.1
NC_000913.3,b0364,384059,384616,-,CDS,yaiS;ECK0361;NP_414898.4
NC_000913.3,b0365,385232,386194,+,CDS,tauA;ECK0362;ssiA;yaiR;NP_414899.2
NC_000913.3,b0366,386207,386974,+,CDS,tauB;ECK0363;ssiB;yaiQ;NP_414900.1
NC_000913.3,b0367,386971,387798,+,CDS,tauC;ECK0364;ssiC;yaiJ;NP_414901.1
NC_000913.3,b0368,387795,388646,+,CDS,tauD;ECK0365;ssiD;yaiG;NP_414902.1
NC_000913.3,b0369,388753,389727,-,CDS,hemB;ECK0366;ncf;NP_414903.4
NC_000913.3,b4767,391592,391648,-,CDS,ytiB;ECK4624;YP_010051175.1
NC_000913.3,b0372,391739,392605,-,CDS,insF2;ECK0299;tra5-1;NP_414906.1
NC_000913.3,b0373,392602,392901,-,CDS,insE2;ECK0298;NP_414907.2
NC_000913.3,b0375,394506,395129,+,CDS,iprA;ECK0370;yaiV;NP_414909.2
NC_000913.3,b0376,395130,396287,-,CDS,ampH;ECK0371;yaiH;NP_414910.1
NC_000913.3,b0377,396639,397859,+,CDS,sbmA;ECK0372;NP_414911.1
NC_000913.3,b0378,397872,398966,+,CDS,yaiW;ECK0373;NP_414912.1
NC_000913.3,b0379,399025,399333,-,CDS,yaiY;ECK0374;NP_414913.1
NC_000913.3,b0380,399593,399805,+,CDS,yaiZ;ECK0375;NP_414914.2
NC_000913.3,b0381,399829,400923,-,CDS,ddlA;ECK0376;NP_414915.1
NC_000913.3,b0382,401386,401646,+,CDS,iraP;ECK0377;yaiB;NP_414916.1
NC_000913.3,b0383,401747,403162,+,CDS,phoA;ECK0378;psiA;NP_414917.2
NC_000913.3,b0384,403281,403601,+,CDS,psiF;ECK0379;NP_414918.4
NC_000913.3,b0385,403703,404818,+,CDS,dgcC;adrA;ECK0380;yaiC;NP_414919.1
NC_000913.3,b0386,404835,405644,-,CDS,proC;ECK0381;pro(3);Pro2;pro3;NP_414920.1
NC_000913.3,b0387,405764,406222,+,CDS,yaiI;ECK0382;NP_414921.2
NC_000913.3,b0388,406405,406929,+,CDS,aroL;ECK0383;NP_414922.1
NC_000913.3,b0389,406979,407170,+,CDS,yaiA;ECK0384;NP_414923.1
NC_000913.3,b0390,407428,408105,+,CDS,aroM;ECK0385;NP_414924.1
NC_000913.3,b0391,408177,408461,+,CDS,ppnP;ECK0386;yaiE;NP_414925.1
NC_000913.3,b4732,408947,409030,+,CDS,ykiD;ECK4589;YP_009518750.1
NC_000913.3,b0393,409108,410019,-,CDS,rdgC;ECK0388;yaiD;NP_414927.1
NC_000913.3,b0394,410144,411052,+,CDS,mak;ECK0389;yajF;NP_414928.2
NC_000913.3,b0396,411297,412481,-,CDS,araJ;araT;ECK0390;NP_414930.3
NC_000913.3,b0397,412607,415753,-,CDS,sbcC;ECK0391;NP_414931.1
NC_000913.3,b0398,415750,416952,-,CDS,sbcD;ECK0392;yajA;NP_414932.1
NC_000913.3,b0399,417142,417831,+,CDS,phoB;ECK0393;phoRc;phoT;NP_414933.1
NC_000913.3,b0400,417889,419184,+,CDS,phoR;ECK0394;nmpB;phoR1;R1pho;NP_414934.1
NC_000913.3,b0401,419591,420910,+,CDS,brnQ;ECK0395;hrbA;NP_414935.1
NC_000913.3,b0402,420986,422359,+,CDS,proY;ECK0396;yajM;NP_414936.1
NC_000913.3,b0403,422518,424332,+,CDS,malZ;ECK0397;NP_414937.2
NC_000913.3,b0404,424337,424918,-,CDS,acpH;ECK0398;yajB;NP_414938.1
NC_000913.3,b0405,425011,426081,+,CDS,queA;ECK0399;tsaA;NP_414939.1
NC_000913.3,b0406,426137,427264,+,CDS,tgt;ECK0400;vacC(S.f.);NP_414940.1
NC_000913.3,b0407,427287,427619,+,CDS,yajC;ECK0401;NP_414941.1
NC_000913.3,b0408,427647,429494,+,CDS,secD;ECK0402;NP_414942.1
NC_000913.3,b0409,429505,430476,+,CDS,secF;ECK0403;NP_414943.1
NC_000913.3,b0410,430605,430952,+,CDS,yajD;ECK0404;NP_414944.1
NC_000913.3,b0411,431129,432013,-,CDS,tsx;ECK0405;nupA;T6rec;NP_414945.1
NC_000913.3,b0412,432312,432851,-,CDS,yajI;ECK0406;NP_414946.4
NC_000913.3,b0413,433002,433451,+,CDS,nrdR;ECK0407;ybaD;NP_414947.1
NC_000913.3,b0414,433455,434558,+,CDS,ribD;ECK0408;nusII;ribG;ybaE;NP_414948.1
NC_000913.3,b0415,434647,435117,+,CDS,ribE;ECK0409;nusIII;ribH;ybaF;NP_414949.1
NC_000913.3,b0416,435137,435556,+,CDS,nusB;ECK0410;groNB;ssaD;ssyB;NP_414950.1
NC_000913.3,b0417,435634,436611,+,CDS,thiL;ECK0411;thiJ;NP_414951.1
NC_000913.3,b0418,436589,437107,+,CDS,pgpA;ECK0412;yajN;NP_414952.1
NC_000913.3,b0419,437161,438135,-,CDS,yajO;ECK0413;NP_414953.2
NC_000913.3,b0420,438315,440177,-,CDS,dxs;ECK0414;yajP;NP_414954.1
NC_000913.3,b0421,440202,441101,-,CDS,ispA;ECK0415;NP_414955.1
NC_000913.3,b0422,441101,441343,-,CDS,xseB;ECK0416;yajE;NP_414956.1
NC_000913.3,b0423,441549,442997,+,CDS,thiI;ECK0417;nuvA;yajK;NP_414957.1
NC_000913.3,b0424,443051,443641,-,CDS,yajL;ECK0418;thiJ;NP_414958.4
NC_000913.3,b0425,443604,444515,-,CDS,panE;apbA;ECK0419;NP_414959.1
NC_000913.3,b0426,444683,445174,+,CDS,yajQ;ECK0420;NP_414960.2
NC_000913.3,b0427,445302,446666,-,CDS,yajR;ECK0421;NP_414961.4
NC_000913.3,b0428,446815,447705,-,CDS,cyoE;ECK0422;NP_414962.1
NC_000913.3,b0429,447717,448046,-,CDS,cyoD;ECK0423;NP_414963.1
NC_000913.3,b0430,448046,448660,-,CDS,cyoC;ECK0424;NP_414964.1
NC_000913.3,b0431,448650,450641,-,CDS,cyoB;ECK0425;NP_414965.1
NC_000913.3,b0432,450663,451610,-,CDS,cyoA;ECK0426;NP_414966.1
NC_000913.3,b0433,452070,453545,-,CDS,ampG;ECK0427;NP_414967.1
NC_000913.3,b0434,453589,454167,-,CDS,yajG;ECK0428;NP_414968.4
NC_000913.3,b0435,454472,454789,+,CDS,bolA;ECK0429;NP_414969.4
NC_000913.3,b0436,455133,456431,+,CDS,tig;ECK0430;NP_414970.1
NC_000913.3,b0437,456677,457300,+,CDS,clpP;ECK0431;lopP;NP_414971.1
NC_000913.3,b0438,457426,458700,+,CDS,clpX;ECK0432;lopC;NP_414972.1
NC_000913.3,b0439,458888,461242,+,CDS,lon;capR;deg;dir;ECK0433;lopA;muc;NP_414973.1
NC_000913.3,b0440,461451,461723,+,CDS,hupB;dbhB;dpeA;ECK0434;hopD;NP_414974.1
NC_000913.3,b0441,461915,463786,+,CDS,ppiD;ECK0435;ybaU;NP_414975.1
NC_000913.3,b0442,463937,464308,+,CDS,ybaV;comEA;ECK0436;NP_414976.1
NC_000913.3,b0443,464402,464800,+,CDS,fadM;ECK0437;tesC;ybaW;NP_414977.1
NC_000913.3,b0444,464852,465547,-,CDS,queC;ECK0438;ybaX;NP_414978.1
NC_000913.3,b0445,465612,467312,-,CDS,ybaE;ECK0439;NP_414979.1
NC_000913.3,b0446,467412,468230,+,CDS,cof;ECK0440;NP_414980.2
NC_000913.3,b0447,468383,468841,+,CDS,decR;cyuR;ECK0441;ybaO;NP_414981.4
NC_000913.3,b0448,468871,470643,+,CDS,mdlA;ECK0442;mdl;NP_414982.1
NC_000913.3,b0449,470636,472417,+,CDS,mdlB;ECK0443;mdl;NP_414983.1
NC_000913.3,b0450,472598,472936,+,CDS,glnK;ECK0444;ybaI;NP_414984.1
NC_000913.3,b0451,472966,474252,+,CDS,amtB;ECK0445;ybaG;NP_414985.1
NC_000913.3,b0452,474301,475161,-,CDS,tesB;ECK0446;NP_414986.1
NC_000913.3,b0453,475379,475951,+,CDS,ybaY;ECK0447;NP_414987.3
NC_000913.3,b0454,475982,476371,-,CDS,ybaZ;atl;ECK0448;NP_414988.1
NC_000913.3,b0455,476448,476561,+,ncRNA,ffs;ECK0449
NC_000913.3,b0456,476672,477025,+,CDS,ybaA;ECK0450;NP_414989.1
NC_000913.3,b0457,477067,478617,-,CDS,pdeB;ECK0451;ylaB;NP_414990.2
NC_000913.3,b0458,478781,479251,-,CDS,ylaC;ECK0452;NP_414991.4
NC_000913.3,b0459,479367,479918,-,CDS,maa;ECK0453;ylaD;NP_414992.1
NC_000913.3,b0460,480090,480308,-,CDS,hha;ECK0454;NP_414993.1
NC_000913.3,b0461,480334,480708,-,CDS,tomB;ECK0455;ybaJ;NP_414994.1
NC_000913.3,b0462,481254,484403,-,CDS,acrB;acrE;ECK0456;NP_414995.1
NC_000913.3,b0463,484426,485619,-,CDS,acrA;ECK0457;lir;Mb;mbl;mtcA;nbsA;sipB;NP_414996.1
NC_000913.3,b0464,485761,486408,+,CDS,acrR;ECK0458;ybaH;NP_414997.1
NC_000913.3,b0465,486536,489898,+,CDS,mscK;aefA;ECK0459;kefA;NP_414998.1
NC_000913.3,b0466,490110,490271,-,CDS,ybaM;ECK0460;NP_414999.1
NC_000913.3,b0467,490285,490812,-,CDS,priC;ECK0461;NP_415000.1
NC_000913.3,b0468,490882,491259,+,CDS,ybaN;ECK0462;NP_415001.1
NC_000913.3,b0469,491412,491963,+,CDS,apt;ECK0463;NP_415002.1
NC_000913.3,b0470,492092,494023,+,CDS,dnaX;dnaZ;ECK0464;NP_415003.1;YP_009518751.1
NC_000913.3,b0471,494076,494405,+,CDS,ybaB;ECK0465;NP_415004.1
NC_000913.3,b0472,494405,495010,+,CDS,recR;ECK0466;NP_415005.1
NC_000913.3,b0473,495120,496994,+,CDS,htpG;ECK0467;NP_415006.1
NC_000913.3,b0474,497175,497819,+,CDS,adk;dnaW;ECK0468;plsA;NP_415007.1
NC_000913.3,b0475,498055,499017,+,CDS,hemH;ECK0469;popA;visA;NP_415008.1
NC_000913.3,b0476,499014,499973,-,CDS,aes;ECK0470;ybaC;NP_415009.1
NC_000913.3,b0477,500125,501429,+,CDS,gsk;ECK0471;NP_415010.1
NC_000913.3,b0478,501562,503238,-,CDS,ybaL;ECK0472;ylaA;NP_415011.1
NC_000913.3,b0479,503476,504696,-,CDS,fsr;ECK0473;NP_415012.1
NC_000913.3,b0480,504914,506566,+,CDS,ushA;ECK0474;NP_415013.1
NC_000913.3,b0481,506603,507082,-,CDS,ybaK;ECK0475;NP_415014.1
NC_000913.3,b4585,507204,507287,+,ncRNA,chiX;ECK4396;micM;rybC;sroB
NC_000913.3,b0482,507286,508080,-,CDS,ybaP;ECK0476;NP_415015.1
NC_000913.3,b0483,508218,508559,+,CDS,ybaQ;ECK0477;NP_415016.4
NC_000913.3,b0484,508875,511379,-,CDS,copA;ECK0478;ybaR;NP_415017.1;YP_009518752.1
NC_000913.3,b0485,511641,512573,+,CDS,glsA;ECK0479;ybaS;NP_415018.1
NC_000913.3,b0486,512576,513868,+,CDS,ybaT;ECK0480;NP_415019.1
NC_000913.3,b0487,513993,514400,+,CDS,cueR;copR;ECK0481;ybbI;NP_415020.1
NC_000913.3,b0488,514401,514859,-,CDS,ybbJ;ECK0482;NP_415021.2
NC_000913.3,b0489,514856,515773,-,CDS,qmcA;ECK0483;ybbK;NP_415022.1
NC_000913.3,b0490,515919,516596,+,CDS,fetA;ECK0484;ybbL;NP_415023.1
NC_000913.3,b0491,516583,517362,+,CDS,fetB;ECK0485;ybbM;NP_415024.4
NC_000913.3,b0492,517425,518279,-,CDS,cnoX;ECK0486;ybbN;NP_415025.4
NC_000913.3,b0493,518340,519149,-,CDS,ybbO;ECK0487;NP_415026.1
NC_000913.3,b0494,519139,519765,-,CDS,tesA;apeA;ECK0488;pldC;NP_415027.1
NC_000913.3,b0495,519733,520419,+,CDS,ybbA;ECK0489;NP_415028.1
NC_000913.3,b0496,520416,522830,+,CDS,ybbP;ECK0490;NP_415029.1
NC_000913.3,b0497,523261,527541,+,CDS,rhsD;ECK0491;NP_415030.1
NC_000913.3,b0498,527581,527949,+,CDS,ybbC;ECK0492;NP_415031.1
NC_000913.3,b0502,529645,530016,-,CDS,ylbG;ECK0495;YP_009518753.1
NC_000913.3,b0503,530132,531226,-,CDS,selU;ECK0496;mnmH;ybbB;NP_415036.1
NC_000913.3,b0504,531295,532221,-,CDS,allS;ECK0497;glxA1;ybbS;NP_415037.1
NC_000913.3,b0505,532451,532933,+,CDS,allA;ECK0498;glxA2;ybbT;NP_415038.1
NC_000913.3,b0506,533011,533826,+,CDS,allR;ECK0499;glxA3;ybbU;NP_415039.1
NC_000913.3,b4831,533629,533863,+,ncRNA,allZ;ECK4688
NC_000913.3,b0507,533916,535697,+,CDS,gcl;ECK0500;NP_415040.1
NC_000913.3,b0508,535710,536486,+,CDS,hyi;ECK0501;gip;ybbG;NP_415041.1
NC_000913.3,b0509,536586,537464,+,CDS,glxR;ECK0502;glxB1;ybbQ;NP_415042.1
NC_000913.3,b0511,537633,539087,+,CDS,allW;allP;ECK0504;glxB2;ybbW;NP_415044.4
NC_000913.3,b0512,539147,540508,+,CDS,allB;ECK0505;glxB3;ybbX;NP_415045.1
NC_000913.3,b0513,540565,541866,+,CDS,ybbY;ECK0506;glxB4;NP_415046.4
NC_000913.3,b0514,541888,543033,+,CDS,glxK;ECK0507;glxB5;ybbZ;NP_415047.1
NC_000913.3,b0515,543261,544046,-,CDS,allE;ECK0508;glxB6;ughY;ylbA;NP_415048.1
NC_000913.3,b0516,544057,545292,-,CDS,allC;ECK0509;glxB7;ylbB;NP_415049.1
NC_000913.3,b0517,545314,546363,-,CDS,allD;ECK0510;glxB8;ylbC;NP_415050.1
NC_000913.3,b0518,546680,548347,+,CDS,fdrA;ECK0511;ylbD;NP_415051.1
NC_000913.3,b4572,548357,549616,+,CDS,ylbE;b0519;b4507;ECK0512;G0-10554;YP_009029994.1
NC_000913.3,b0520,549627,550442,+,CDS,ylbF;ECK0513;NP_415053.1
NC_000913.3,b0521,550439,551332,+,CDS,ybcF;arcC;ECK0514;NP_415054.1
NC_000913.3,b0522,551527,552594,-,CDS,purK;ECK0515;purE2;NP_415055.1
NC_000913.3,b0523,552591,553100,-,CDS,purE;ade;ade(f);ade3;ECK0516;Pur2;NP_415056.1
NC_000913.3,b0524,553218,553940,-,CDS,lpxH;ECK0517;ybbF;NP_415057.1
NC_000913.3,b0525,553943,554437,-,CDS,ppiB;ECK0518;NP_415058.1
NC_000913.3,b0526,554611,555996,+,CDS,cysS;ECK0519;syc;NP_415059.1
NC_000913.3,b0527,556032,556553,-,CDS,ybcI;ECK0520;NP_415060.1
NC_000913.3,b0528,556661,556873,-,CDS,ybcJ;ECK0521;NP_415061.2
NC_000913.3,b0529,556875,557741,-,CDS,folD;ads;ECK0522;NP_415062.1
NC_000913.3,b0530,558212,558754,+,CDS,sfmA;ECK0523;NP_415063.4
NC_000913.3,b0531,558974,559666,+,CDS,sfmC;ECK0524;NP_415064.1
NC_000913.3,b0532,559697,562300,+,CDS,sfmD;ECK0525;NP_415065.1
NC_000913.3,b0533,562336,563319,+,CDS,sfmH;ECK0526;NP_415066.2
NC_000913.3,b0534,563330,563845,+,CDS,sfmF;ECK0527;ybcG;NP_415067.1
NC_000913.3,b0535,563848,564480,-,CDS,fimZ;ECK0528;ybcA;NP_415068.1
NC_000913.3,b0536,564723,564799,+,tRNA,argU;dnaY;ECK0529;pin
NC_000913.3,b0537,564815,565978,-,CDS,intD;ECK0530;int;NP_415069.1
NC_000913.3,b0540,566842,567141,+,CDS,insE3;ECK0298;NP_415072.2
NC_000913.3,b0541,567138,568004,+,CDS,insF3;ECK0299;tra5-2;NP_415073.1
NC_000913.3,b0543,568315,568647,+,CDS,emrE;eb;ECK0534;mvrC;NP_415075.1
NC_000913.3,b4733,568695,568844,+,CDS,ylcJ;ECK4590;YP_009518754.1
NC_000913.3,b0544,568902,570428,+,CDS,ybcK;ECK0535;NP_415076.1
NC_000913.3,b0545,570893,571444,+,CDS,ybcL;ECK0536;NP_415077.1
NC_000913.3,b0546,571454,572251,+,CDS,ybcM;ECK0537;NP_415078.1
NC_000913.3,b4588,572368,572469,+,CDS,ylcH;ECK4398;YP_001165308.1
NC_000913.3,b0547,572466,572921,+,CDS,ybcN;ECK0538;NP_415079.1
NC_000913.3,b0548,572921,573091,+,CDS,ninE;ECK0539;NP_415080.1
NC_000913.3,b0549,573084,573374,+,CDS,ybcO;ECK0540;NP_415081.1
NC_000913.3,b0550,573371,573733,+,CDS,rusA;ECK0541;rus;ybcP;NP_415082.1
NC_000913.3,b4509,573730,573870,+,CDS,ylcG;ECK0542;YP_588439.1
NC_000913.3,b0551,573956,574339,+,CDS,quuD;ECK0543;ybcQ;NP_415083.1
NC_000913.3,b0552,574737,575717,-,CDS,insH2;ECK0261;trs5-2;yi52_2;NP_415084.2
NC_000913.3,b0554,577398,577613,+,CDS,essD;ECK0545;vlyS;ybcR;NP_415086.1
NC_000913.3,b0555,577613,578110,+,CDS,rrrD;ECK0546;lycV;ybcS;NP_415087.1
NC_000913.3,b0556,578107,578568,+,CDS,rzpD;ECK0547;ybcT;NP_415088.1
NC_000913.3,b4510,578327,578509,+,CDS,rzoD;ECK0548;YP_588440.1
NC_000913.3,b0557,578600,578893,-,CDS,borD;bor;ECK0549;iss;vboR;ybcU;NP_415089.1
NC_000913.3,b0558,579184,579594,-,CDS,ybcV;ECK0550;NP_415090.2
NC_000913.3,b0559,579880,580086,+,CDS,ybcW;ECK0551;NP_415091.1
NC_000913.3,b4589,580251,580445,-,CDS,ylcI;ECK4399;YP_001165309.1
NC_000913.3,b0560,580834,581379,+,CDS,nohD;ECK0552;nohB;NP_415092.1
NC_000913.3,b0561,581534,582097,+,CDS,tfaD;ECK0553;ybcX;YP_009518755.1
NC_000913.3,b0563,582875,583060,+,CDS,tfaX;ECK0555;ylcE;YP_009518756.1
NC_000913.3,b0564,583681,584430,+,CDS,appY;ECK0556;NP_415096.1
NC_000913.3,b0565,584680,585633,-,CDS,ompT;ECK0557;NP_415097.1
NC_000913.3,b0566,586147,586908,-,CDS,envY;ECK0558;NP_415098.1
NC_000913.3,b0567,587091,587981,-,CDS,ybcH;ECK0559;NP_415099.1
NC_000913.3,b0568,587982,590954,-,CDS,nfrA;ECK0560;NP_415100.1
NC_000913.3,b0569,590941,593178,-,CDS,nfrB;ECK0561;NP_415101.1
NC_000913.3,b0570,593328,594770,-,CDS,cusS;ECK0562;ybcZ;NP_415102.1
NC_000913.3,b0571,594760,595443,-,CDS,cusR;ECK0563;ylcA;NP_415103.1
NC_000913.3,b0572,595600,596973,+,CDS,cusC;ECK0564;ibeB;ylcB;NP_415104.1
NC_000913.3,b0573,597131,597463,+,CDS,cusF;cusX;ECK0565;ylcC;NP_415105.1
NC_000913.3,b0574,597479,598702,+,CDS,cusB;ECK0566;ylcD;NP_415106.1
NC_000913.3,b0575,598714,601857,+,CDS,cusA;ECK0567;ybdE;NP_415107.1
NC_000913.3,b0576,601959,603335,+,CDS,pheP;ECK0568;NP_415108.1
NC_000913.3,b0577,603416,604663,-,CDS,ybdG;ECK0569;NP_415109.1
NC_000913.3,b0578,604771,605424,-,CDS,nfsB;dprA;ECK0570;nfnB;ntr;NP_415110.1
NC_000913.3,b0579,605518,605886,-,CDS,ybdF;ECK0571;NP_415111.1
NC_000913.3,b0580,605951,606199,-,CDS,ybdJ;ECK0572;NP_415112.1
NC_000913.3,b0581,606265,607383,-,CDS,ybdK;ECK0573;NP_415113.1
NC_000913.3,b4835,607733,607792,-,ncRNA,sokE;ECK4692
NC_000913.3,b4415,607836,607988,+,CDS,hokE;ECK0574;ybdY;YP_025295.1
NC_000913.3,b0582,608065,609177,+,CDS,insL2;ECK0016;yi81-2;NP_415114.1
NC_000913.3,b0583,609459,610079,-,CDS,entD;ECK0575;NP_415115.2
NC_000913.3,b0584,610254,612494,-,CDS,fepA;cbr;cbt;ECK0576;fep;feuB;NP_415116.1
NC_000913.3,b0585,612737,613939,+,CDS,fes;ECK0577;NP_415117.2
NC_000913.3,b4511,613942,614160,+,CDS,ybdZ;ECK0578;YP_588441.1
NC_000913.3,b0586,614157,618038,+,CDS,entF;ECK0579;NP_415118.1
NC_000913.3,b0587,618254,619387,+,CDS,fepE;ECK0580;NP_415119.1
NC_000913.3,b0588,619384,620199,-,CDS,fepC;ECK0581;NP_415120.1
NC_000913.3,b0589,620196,621188,-,CDS,fepG;ECK0582;NP_415121.1
NC_000913.3,b0590,621185,622189,-,CDS,fepD;ECK0583;NP_415122.1
NC_000913.3,b0591,622300,623550,+,CDS,entS;ECK0584;ybdA;NP_415123.1
NC_000913.3,b0592,623554,624510,-,CDS,fepB;ECK0585;NP_415124.1
NC_000913.3,b0593,624885,626060,+,CDS,entC;ECK0586;fepF;NP_415125.1
NC_000913.3,b0594,626070,627680,+,CDS,entE;ECK0587;NP_415126.1
NC_000913.3,b0595,627694,628551,+,CDS,entB;ECK0588;entG;NP_415127.1
NC_000913.3,b0596,628551,629297,+,CDS,entA;ECK0589;NP_415128.1
NC_000913.3,b0597,629300,629713,+,CDS,entH;ECK0590;ybdB;NP_415129.1
NC_000913.3,b0598,629894,631999,+,CDS,cstA;ECK0591;ybdC;NP_415130.1
NC_000913.3,b4512,632182,632379,+,CDS,ybdD;ECK0592;YP_588442.1
NC_000913.3,b0599,632389,633477,-,CDS,hcxA;ECK0593;ybdH;NP_415132.1
NC_000913.3,b0600,633586,634746,+,CDS,ybdL;ECK0594;NP_415133.1
NC_000913.3,b0601,634747,635376,-,CDS,ybdM;ECK0595;NP_415134.1
NC_000913.3,b0602,635349,636569,-,CDS,ybdN;ECK0596;NP_415135.1
NC_000913.3,b0603,636716,637618,-,CDS,citR;ECK0597;ybdO;NP_415136.1
NC_000913.3,b0604,637827,638573,-,CDS,dsbG;ECK0598;ybdP;NP_415137.2
NC_000913.3,b0605,638945,639508,+,CDS,ahpC;ECK0599;ssi8;tpx;NP_415138.1
NC_000913.3,b0606,639753,641318,+,CDS,ahpF;ECK0600;NP_415139.2
