genome,locus_tag,start,end,strand,type,gene_names
NC_000913.2,b0289,303719,304429,-,CDS,ecpE;ECK0288;JW5030;matF;yagV;NP_414823.2
NC_000913.2,b0290,304398,306041,-,CDS,ecpD;ECK0289;JW0284;matE;yagW;NP_414824.1
NC_000913.2,b0291,306031,308556,-,CDS,ecpC;ECK0290;JW0285;matD;yagX;NP_414825.1
NC_000913.2,b0292,308582,309250,-,CDS,ecpB;ECK0291;JW0286;matC;yagY;NP_414826.1
NC_000913.2,b0293,309308,309895,-,CDS,ecpA;ECK0292;JW0287;matB;yagZ;NP_414827.1
NC_000913.2,b0294,309970,310560,-,CDS,ecpR;ECK0293;JW5031;matA;ykgK;NP_414828.1
NC_000913.2,b0295,311336,311563,+,CDS,ykgL;ECK0294;JW5033;NP_414829.1
NC_000913.2,b4506,311598,311738,-,CDS,ykgO;ECK0295;JW5034;rpmJ2;YP_588437.1
NC_000913.2,b0296,311738,312001,-,CDS,ykgM;ECK0296;JW5035;rpmE2;NP_414830.1
NC_000913.2,b4671,312365,312466,-,CDS,ykgR;ECK4486;YP_002791238.1
NC_000913.2,b0298,314515,314814,+,CDS,insE1;ECK0298;NP_414832.2
NC_000913.2,b0299,314811,315677,+,CDS,insF1;ECK0299;NP_414833.1
NC_000913.2,b0301,316950,317543,-,CDS,ykgB;ECK0301;JW5038;NP_414835.2
NC_000913.2,b0303,317555,317791,-,CDS,ykgI;ECK0302;JW5039;NP_414837.2
NC_000913.2,b0304,317900,319225,-,CDS,ykgC;ECK0303;JW5040;NP_414838.2
NC_000913.2,b0305,319451,320305,+,CDS,ykgD;ECK0304;JW0298;NP_414839.1
NC_000913.2,b0306,320832,321551,+,CDS,ykgE;ECK0305;JW5041;NP_414840.1
NC_000913.2,b0307,321562,322989,+,CDS,ykgF;ECK0306;JW0300;NP_414841.1
NC_000913.2,b0308,322982,323677,+,CDS,ykgG;ECK0307;JW5042;NP_414842.4
NC_000913.2,b0310,323920,324588,-,CDS,ykgH;ECK0308;JW0302;NP_414844.1
NC_000913.2,b0311,324801,326471,-,CDS,betA;ECK0309;JW0303;NP_414845.1
NC_000913.2,b0312,326485,327957,-,CDS,betB;ECK0310;JW0304;NP_414846.1
NC_000913.2,b0313,327971,328558,-,CDS,betI;ECK0311;JW0305;NP_414847.3
NC_000913.2,b0314,328687,330720,+,CDS,betT;ECK0312;JW0306;NP_414848.1
NC_000913.2,b0315,331595,332683,+,CDS,yahA;ECK0313;JW0307;NP_414849.1
NC_000913.2,b0316,332725,333657,-,CDS,yahB;ECK0314;JW0308;NP_414850.1
NC_000913.2,b0317,333749,334246,-,CDS,yahC;ECK0315;JW0309;NP_414851.1
NC_000913.2,b0318,334504,335109,+,CDS,yahD;ECK0316;JW0310;NP_414852.1
NC_000913.2,b0319,335149,336012,+,CDS,yahE;ECK0317;JW0311;NP_414853.1
NC_000913.2,b0320,336002,337549,+,CDS,yahF;ECK0318;JW0312;NP_414854.1
NC_000913.2,b0321,337549,338967,+,CDS,yahG;ECK0319;JW0313;NP_414855.1
NC_000913.2,b0323,339389,340339,+,CDS,yahI;ECK0321;JW0315;NP_414857.1
NC_000913.2,b0324,340349,341731,+,CDS,yahJ;ECK0322;JW0316;NP_414858.1
NC_000913.2,b0325,342108,343157,+,CDS,yahK;ECK0323;JW0317;NP_414859.1
NC_000913.2,b0326,343400,344215,+,CDS,yahL;ECK0324;JW0318;NP_414860.1
NC_000913.2,b0327,344628,344873,+,CDS,yahM;ECK0325;JW5044;NP_414861.2
NC_000913.2,b0328,344890,345561,-,CDS,yahN;ECK0326;JW0320;NP_414862.1
NC_000913.2,b0329,345708,345983,+,CDS,yahO;ECK0327;JW0321;NP_414863.1
NC_000913.2,b0330,346081,347667,-,CDS,prpR;ECK0328;JW0322;yahP;NP_414864.1
NC_000913.2,b0331,347906,348796,+,CDS,prpB;ECK0329;JW0323;yahQ;NP_414865.1
NC_000913.2,b0333,349236,350405,+,CDS,prpC;ECK0330;JW0324;yahS;yzzD;NP_414867.1
NC_000913.2,b0334,350439,351890,+,CDS,prpD;acnC;ECK0331;JW0325;yahT;NP_414868.1
NC_000913.2,b0335,351930,353816,+,CDS,prpE;ECK0332;JW0326;yahU;NP_414869.1
NC_000913.2,b0336,354146,355405,+,CDS,codB;ECK0333;JW0327;NP_414870.1
NC_000913.2,b0337,355395,356678,+,CDS,codA;ECK0334;JW0328;NP_414871.1
NC_000913.2,b0338,357015,357914,-,CDS,cynR;ECK0335;JW5894;NP_414872.3
NC_000913.2,b0339,358023,358682,+,CDS,cynT;ECK0336;JW0330;NP_414873.1
NC_000913.2,b0340,358713,359183,+,CDS,cynS;cnt;ECK0337;JW0331;NP_414874.1
NC_000913.2,b0341,359216,360370,+,CDS,cynX;ECK0338;JW0332;NP_414875.1
NC_000913.2,b0342,360473,361084,-,CDS,lacA;ECK0339;JW0333;NP_414876.1
NC_000913.2,b0343,361150,362403,-,CDS,lacY;ECK0340;JW0334;NP_414877.1
NC_000913.2,b0344,362455,365529,-,CDS,lacZ;ECK0341;JW0335;NP_414878.1
NC_000913.2,b0345,365652,366734,-,CDS,lacI;ECK0342;JW0336;NP_414879.3
NC_000913.2,b0346,366811,367644,-,CDS,mhpR;ECK0343;JW0337;NP_414880.2
NC_000913.2,b0347,367835,369499,+,CDS,mhpA;ECK0344;JW0338;NP_414881.1
NC_000913.2,b0348,369501,370445,+,CDS,mhpB;ECK0345;JW0339;NP_414882.1
NC_000913.2,b0349,370463,371329,+,CDS,mhpC;ECK0346;JW0340;NP_414883.5
NC_000913.2,b0350,371339,372148,+,CDS,mhpD;ECK0347;JW0341;mhpS;NP_414884.2
NC_000913.2,b0351,372145,373095,+,CDS,mhpF;ECK0348;JW0342;NP_414885.1
NC_000913.2,b0352,373092,374105,+,CDS,mhpE;ECK0349;JW0343;NP_414886.1
NC_000913.2,b0353,374683,375894,+,CDS,mhpT;ECK0350;JW5046;yaiK;NP_414887.2
NC_000913.2,b0354,375996,376535,+,CDS,yaiL;ECK0351;JW0345;NP_414888.4
NC_000913.2,b0355,376759,377592,-,CDS,frmB;ECK0352;JW0346;yaiM;NP_414889.1
NC_000913.2,b0356,377686,378795,-,CDS,frmA;adhC;ECK0353;JW0347;NP_414890.1
NC_000913.2,b0357,378830,379105,-,CDS,frmR;ECK0354;JW0348;yaiN;NP_414891.4
NC_000913.2,b0358,379293,380066,-,CDS,yaiO;ECK0355;JW0349;NP_414892.1
NC_000913.2,b0360,380575,380940,+,CDS,insC1;ECK0357;NP_414894.2
NC_000913.2,b0361,380898,381803,+,CDS,insD1;ECK0358;NP_414895.1
NC_000913.2,b0363,381963,383159,-,CDS,yaiP;ECK0360;JW0355;NP_414897.1
NC_000913.2,b0364,383283,383840,-,CDS,yaiS;ECK0361;JW0356;NP_414898.4
NC_000913.2,b0365,384456,385418,+,CDS,tauA;ECK0362;JW0357;ssiA;yaiR;NP_414899.2
NC_000913.2,b0366,385431,386198,+,CDS,tauB;ECK0363;JW0358;ssiB;yaiQ;NP_414900.1
NC_000913.2,b0367,386195,387022,+,CDS,tauC;ECK0364;JW0359;ssiC;yaiJ;NP_414901.1
NC_000913.2,b0368,387019,387870,+,CDS,tauD;ECK0365;JW0360;ssiD;yaiG;NP_414902.1
NC_000913.2,b0369,387977,388951,-,CDS,hemB;ECK0366;JW0361;ncf;NP_414903.4
NC_000913.2,b0372,390963,391829,-,CDS,insF1;ECK0299;NP_414906.1
NC_000913.2,b0373,391826,392125,-,CDS,insE1;ECK0298;NP_414907.2
NC_000913.2,b0375,393730,394353,+,CDS,yaiV;ECK0370;JW0366;NP_414909.2
NC_000913.2,b0376,394354,395511,-,CDS,ampH;ECK0371;JW5052;yaiH;NP_414910.1
NC_000913.2,b0377,395863,397083,+,CDS,sbmA;ECK0372;JW0368;NP_414911.1
NC_000913.2,b0378,397096,398190,+,CDS,yaiW;ECK0373;JW0369;NP_414912.1
NC_000913.2,b0379,398249,398557,-,CDS,yaiY;ECK0374;JW0370;NP_414913.1
NC_000913.2,b0380,398817,399029,+,CDS,yaiZ;ECK0375;JW5053;NP_414914.2
NC_000913.2,b0381,399053,400147,-,CDS,ddlA;ECK0376;JW0372;NP_414915.1
NC_000913.2,b0382,400610,400870,+,CDS,iraP;ECK0377;JW0373;yaiB;NP_414916.1
NC_000913.2,b0383,400971,402386,+,CDS,phoA;ECK0378;JW0374;psiA;NP_414917.2
NC_000913.2,b0384,402505,402825,+,CDS,psiF;ECK0379;JW5054;NP_414918.4
NC_000913.2,b0385,402927,404042,+,CDS,yaiC;adrA;ECK0380;JW0376;NP_414919.1
NC_000913.2,b0386,404059,404868,-,CDS,proC;ECK0381;JW0377;pro;Pro2;NP_414920.1
NC_000913.2,b0387,404988,405446,+,CDS,yaiI;ECK0382;JW0378;NP_414921.2
NC_000913.2,b0388,405629,406153,+,CDS,aroL;ECK0383;JW0379;NP_414922.1
NC_000913.2,b0389,406203,406394,+,CDS,yaiA;ECK0384;JW0380;NP_414923.1
NC_000913.2,b0390,406652,407329,+,CDS,aroM;ECK0385;JW0381;NP_414924.1
NC_000913.2,b0391,407401,407685,+,CDS,yaiE;ECK0386;JW0382;NP_414925.1
NC_000913.2,b0393,408332,409243,-,CDS,rdgC;ECK0388;JW0384;yaiD;NP_414927.1
NC_000913.2,b0394,409368,410276,+,CDS,mak;ECK0389;JW0385;yajF;NP_414928.2
NC_000913.2,b0396,410521,411705,-,CDS,araJ;ECK0390;JW0386;NP_414930.3
NC_000913.2,b0397,411831,414977,-,CDS,sbcC;ECK0391;JW0387;rmuA;NP_414931.1
NC_000913.2,b0398,414974,416176,-,CDS,sbcD;ECK0392;JW0388;yajA;NP_414932.1
NC_000913.2,b0399,416366,417055,+,CDS,phoB;ECK0393;JW0389;phoRc;NP_414933.1
NC_000913.2,b0400,417113,418408,+,CDS,phoR;ECK0394;JW0390;nmpB;phoR1;R1pho;NP_414934.1
NC_000913.2,b0401,418815,420134,+,CDS,brnQ;ECK0395;hrbA;JW0391;NP_414935.1
NC_000913.2,b0402,420210,421583,+,CDS,proY;ECK0396;hisY;JW5055;yajM;NP_414936.1
NC_000913.2,b0403,421742,423556,+,CDS,malZ;ECK0397;JW0393;NP_414937.2
NC_000913.2,b0404,423561,424142,-,CDS,acpH;acpD;ECK0398;JW0394;yajB;NP_414938.1
NC_000913.2,b0405,424235,425305,+,CDS,queA;ECK0399;JW0395;NP_414939.1
NC_000913.2,b0406,425361,426488,+,CDS,tgt;ECK0400;JW0396;vacC;NP_414940.1
NC_000913.2,b0407,426511,426843,+,CDS,yajC;ECK0401;JW0397;NP_414941.1
NC_000913.2,b0408,426871,428718,+,CDS,secD;ECK0402;JW0398;NP_414942.1
NC_000913.2,b0409,428729,429700,+,CDS,secF;ECK0403;JW0399;NP_414943.1
NC_000913.2,b0410,429829,430176,+,CDS,yajD;ECK0404;JW0400;NP_414944.1
NC_000913.2,b0411,430353,431237,-,CDS,tsx;ECK0405;JW0401;nupA;T6rec;NP_414945.1
NC_000913.2,b0412,431536,432075,-,CDS,yajI;ECK0406;JW5056;NP_414946.4
NC_000913.2,b0413,432226,432675,+,CDS,nrdR;ECK0407;JW0403;ribX;ybaD;NP_414947.1
NC_000913.2,b0414,432679,433782,+,CDS,ribD;ECK0408;JW0404;ribG;ybaE;NP_414948.1
NC_000913.2,b0415,433871,434341,+,CDS,ribE;ECK0409;JW0405;ribH;ybaF;NP_414949.1
NC_000913.2,b0416,434361,434780,+,CDS,nusB;ECK0410;groNB;JW0406;ssaD;ssyB;NP_414950.1
NC_000913.2,b0417,434858,435835,+,CDS,thiL;ECK0411;JW0407;NP_414951.1
NC_000913.2,b0418,435813,436331,+,CDS,pgpA;ECK0412;JW0408;yajN;NP_414952.1
NC_000913.2,b0419,436385,437359,-,CDS,yajO;ECK0413;JW0409;NP_414953.2
NC_000913.2,b0420,437539,439401,-,CDS,dxs;ECK0414;JW0410;yajP;NP_414954.1
NC_000913.2,b0421,439426,440325,-,CDS,ispA;ECK0415;JW0411;NP_414955.1
NC_000913.2,b0422,440325,440567,-,CDS,xseB;ECK0416;JW0412;yajE;NP_414956.1
NC_000913.2,b0423,440773,442221,+,CDS,thiI;ECK0417;JW0413;nuvA;yajJ;yajK;NP_414957.1
NC_000913.2,b0424,442275,442865,-,CDS,yajL;ECK0418;JW5057;thiJ;NP_414958.4
NC_000913.2,b0425,442828,443739,-,CDS,panE;apbA;ECK0419;JW0415;NP_414959.1
NC_000913.2,b0426,443907,444398,+,CDS,yajQ;ECK0420;JW5058;NP_414960.2
NC_000913.2,b0427,444526,445890,-,CDS,yajR;ECK0421;JW5059;NP_414961.4
NC_000913.2,b0428,446039,446929,-,CDS,cyoE;ECK0422;JW0418;NP_414962.1
NC_000913.2,b0429,446941,447270,-,CDS,cyoD;ECK0423;JW0419;NP_414963.1
NC_000913.2,b0430,447270,447884,-,CDS,cyoC;ECK0424;JW0420;NP_414964.1
NC_000913.2,b0431,447874,449865,-,CDS,cyoB;ECK0425;JW0421;NP_414965.1
NC_000913.2,b0432,449887,450834,-,CDS,cyoA;ECK0426;JW0422;NP_414966.1
NC_000913.2,b0433,451294,452769,-,CDS,ampG;ECK0427;JW0423;NP_414967.1
NC_000913.2,b0434,452813,453391,-,CDS,yajG;ECK0428;JW0424;NP_414968.4
NC_000913.2,b0435,453696,454013,+,CDS,bolA;ECK0429;JW5060;NP_414969.4
NC_000913.2,b0436,454357,455655,+,CDS,tig;ECK0430;JW0426;NP_414970.1
NC_000913.2,b0437,455901,456524,+,CDS,clpP;ECK0431;JW0427;lopP;wseA;NP_414971.1
NC_000913.2,b0438,456650,457924,+,CDS,clpX;ECK0432;JW0428;lopC;NP_414972.1
NC_000913.2,b0439,458112,460466,+,CDS,lon;capR;deg;dir;ECK0433;JW0429;lonA;lopA;muc;NP_414973.1
NC_000913.2,b0440,460675,460947,+,CDS,hupB;dpeA;ECK0434;hopD;JW0430;NP_414974.1
NC_000913.2,b0441,461139,463010,+,CDS,ppiD;ECK0435;JW0431;ybaU;NP_414975.1
NC_000913.2,b0442,463161,463532,+,CDS,ybaV;ECK0436;JW0432;NP_414976.1
NC_000913.2,b0443,463626,464024,+,CDS,fadM;ECK0437;JW0433;tesC;ybaW;NP_414977.1
NC_000913.2,b0444,464076,464771,-,CDS,queC;ECK0438;JW0434;ybaX;NP_414978.1
NC_000913.2,b0445,464836,466536,-,CDS,ybaE;ECK0439;JW0435;NP_414979.1
NC_000913.2,b0446,466636,467454,+,CDS,cof;ECK0440;JW0436;NP_414980.2
NC_000913.2,b0447,467607,468065,+,CDS,ybaO;ECK0441;grp?;JW0437;NP_414981.4
NC_000913.2,b0448,468095,469867,+,CDS,mdlA;ECK0442;JW0438;mdl;NP_414982.1
NC_000913.2,b0449,469860,471641,+,CDS,mdlB;ECK0443;JW5061;mdl;NP_414983.1
NC_000913.2,b0450,471822,472160,+,CDS,glnK;ECK0444;JW0440;ybaI;NP_414984.1
NC_000913.2,b0451,472190,473476,+,CDS,amtB;ECK0445;JW0441;ybaG;NP_414985.1
NC_000913.2,b0452,473525,474385,-,CDS,tesB;ECK0446;JW0442;NP_414986.1
NC_000913.2,b0453,474603,475175,+,CDS,ybaY;ECK0447;JW0443;NP_414987.3
NC_000913.2,b0454,475206,475595,-,CDS,ybaZ;ECK0448;JW0444;NP_414988.1
NC_000913.2,b0455,475672,475785,+,SRP_RNA,ffs;ECK0449;JWR0009
NC_000913.2,b0456,475896,476249,+,CDS,ybaA;ECK0450;JW0445;NP_414989.1
NC_000913.2,b0457,476291,477841,-,CDS,ylaB;ECK0451;JW5062;NP_414990.2
NC_000913.2,b0458,478005,478475,-,CDS,ylaC;ECK0452;JW5063;NP_414991.4
NC_000913.2,b0459,478591,479142,-,CDS,maa;ECK0453;JW0448;ylaD;NP_414992.1
NC_000913.2,b0460,479314,479532,-,CDS,hha;ECK0454;JW0449;NP_414993.1
NC_000913.2,b0461,479558,479932,-,CDS,tomB;ECK0455;JW0450;ybaJ;NP_414994.1
NC_000913.2,b0462,480478,483627,-,CDS,acrB;acrE;ECK0456;JW0451;NP_414995.1
NC_000913.2,b0463,483650,484843,-,CDS,acrA;ECK0457;JW0452;lir;Mb;mbl;mtcA;nbsA;sipB;NP_414996.1
NC_000913.2,b0464,484985,485632,+,CDS,acrR;ECK0458;JW0453;ybaH;NP_414997.1
NC_000913.2,b0465,485760,489122,+,CDS,mscK;aefA;ECK0459;JW0454;kefA;pnuH;NP_414998.1
NC_000913.2,b0466,489334,489495,-,CDS,ybaM;ECK0460;JW0455;NP_414999.1
NC_000913.2,b0467,489509,490036,-,CDS,priC;ECK0461;JW0456;NP_415000.1
NC_000913.2,b0468,490106,490483,+,CDS,ybaN;ECK0462;JW0457;NP_415001.1
NC_000913.2,b0469,490636,491187,+,CDS,apt;ECK0463;JW0458;NP_415002.1
NC_000913.2,b0470,491316,493247,+,CDS,dnaX;dnaZ;ECK0464;JW0459;NP_415003.1
NC_000913.2,b0471,493300,493629,+,CDS,ybaB;ECK0465;JW0460;NP_415004.1
NC_000913.2,b0472,493629,494234,+,CDS,recR;ECK0466;JW0461;NP_415005.1
NC_000913.2,b0473,494344,496218,+,CDS,htpG;ECK0467;JW0462;NP_415006.1
NC_000913.2,b0474,496399,497043,+,CDS,adk;dnaW;ECK0468;JW0463;plsA;NP_415007.1
NC_000913.2,b0475,497279,498241,+,CDS,hemH;ECK0469;JW0464;popA;visA;NP_415008.1
NC_000913.2,b0476,498238,499197,-,CDS,aes;ECK0470;JW0465;ybaC;NP_415009.1
NC_000913.2,b0477,499349,500653,+,CDS,gsk;ECK0471;JW0466;NP_415010.1
NC_000913.2,b0478,500786,502462,-,CDS,ybaL;ECK0472;JW0467;ylaA;NP_415011.1
NC_000913.2,b0479,502700,503920,-,CDS,fsr;ECK0473;JW0468;NP_415012.1
NC_000913.2,b0480,504138,505790,+,CDS,ushA;ECK0474;JW0469;NP_415013.1
NC_000913.2,b0481,505827,506306,-,CDS,ybaK;ECK0475;JW0470;proX;NP_415014.1
NC_000913.2,b4585,506428,506511,+,antisense_RNA,chiX;ECK4396;er13;micM;rybC;sroB
NC_000913.2,b0482,506510,507304,-,CDS,ybaP;ECK0476;JW0471;NP_415015.1
NC_000913.2,b0483,507442,507783,+,CDS,ybaQ;ECK0477;JW0472;NP_415016.4
NC_000913.2,b0484,508099,510603,-,CDS,copA;ECK0478;JW0473;ybaR;NP_415017.1
NC_000913.2,b0485,510865,511797,+,CDS,glsA;ECK0479;glsA1;JW0474;ybaS;NP_415018.1
NC_000913.2,b0486,511800,513092,+,CDS,ybaT;ECK0480;JW0475;NP_415019.1
NC_000913.2,b0487,513217,513624,+,CDS,cueR;ECK0481;JW0476;ybbI;NP_415020.1
NC_000913.2,b0488,513625,514083,-,CDS,ybbJ;ECK0482;JW5065;NP_415021.2
NC_000913.2,b0489,514080,514997,-,CDS,qmcA;ECK0483;JW0478;ybbK;NP_415022.1
NC_000913.2,b0490,515143,515820,+,CDS,ybbL;ECK0484;JW0479;NP_415023.1
NC_000913.2,b0491,515807,516586,+,CDS,ybbM;ECK0485;JW5066;NP_415024.4
NC_000913.2,b0492,516649,517503,-,CDS,ybbN;ECK0486;JW5067;NP_415025.4
NC_000913.2,b0493,517564,518373,-,CDS,ybbO;ECK0487;JW0482;NP_415026.1
NC_000913.2,b0494,518363,518989,-,CDS,tesA;apeA;ECK0488;JW0483;pldC;NP_415027.1
NC_000913.2,b0495,518957,519643,+,CDS,ybbA;ECK0489;JW0484;NP_415028.1
NC_000913.2,b0496,519640,522054,+,CDS,ybbP;ECK0490;JW0485;NP_415029.1
NC_000913.2,b0497,522485,526765,+,CDS,rhsD;ECK0491;JW0486;NP_415030.1
NC_000913.2,b0498,526805,527173,+,CDS,ybbC;ECK0492;JW0487;NP_415031.1
NC_000913.2,b0503,529356,530450,-,CDS,selU;ECK0496;JW0491;selE;ybbB;NP_415036.1
NC_000913.2,b0504,530519,531445,-,CDS,allS;ECK0497;glxA1;JW0492;ybbS;NP_415037.1
NC_000913.2,b0505,531675,532157,+,CDS,allA;ECK0498;glxA2;JW0493;ybbT;NP_415038.1
NC_000913.2,b0506,532235,533050,+,CDS,allR;ECK0499;glxA3;JW0494;ybbU;NP_415039.1
NC_000913.2,b0507,533140,534921,+,CDS,gcl;ECK0500;JW0495;NP_415040.1
NC_000913.2,b0508,534934,535710,+,CDS,hyi;ECK0501;gip;JW0496;ybbG;NP_415041.1
NC_000913.2,b0509,535810,536688,+,CDS,glxR;ECK0502;glxB1;JW0497;ybbQ;NP_415042.1
NC_000913.2,b0511,536857,538311,+,CDS,ybbW;allP;ECK0504;glxB2;JW0499;NP_415044.4
NC_000913.2,b0512,538371,539732,+,CDS,allB;ECK0505;glxB3;JW0500;ybbX;NP_415045.1
NC_000913.2,b0513,539789,541090,+,CDS,ybbY;ECK0506;glxB4;JW0501;NP_415046.4
NC_000913.2,b0514,541112,542257,+,CDS,glxK;ECK0507;glxB5;JW0502;ybbZ;NP_415047.1
NC_000913.2,b0515,542485,543270,-,CDS,ylbA;ECK0508;glxB6;JW0503;NP_415048.1
NC_000913.2,b0516,543281,544516,-,CDS,allC;ECK0509;glxB7;JW0504;ylbB;NP_415049.1
NC_000913.2,b0517,544538,545587,-,CDS,allD;ECK0510;glxB8;JW0505;ylbC;NP_415050.1
NC_000913.2,b0518,545904,547571,+,CDS,fdrA;ECK0511;JW0506;ylbD;NP_415051.1
NC_000913.2,b0520,548850,549665,+,CDS,ylbF;ECK0513;JW0509;NP_415053.1
NC_000913.2,b0521,549662,550555,+,CDS,ybcF;arcC;ECK0514;JW0510;NP_415054.1
NC_000913.2,b0522,550750,551817,-,CDS,purK;ECK0515;JW0511;purE2;NP_415055.1
NC_000913.2,b0523,551814,552323,-,CDS,purE;ade;ade3;ECK0516;JW0512;Pur2;NP_415056.1
NC_000913.2,b0524,552441,553163,-,CDS,lpxH;ECK0517;JW0513;ybbF;NP_415057.1
NC_000913.2,b0525,553166,553660,-,CDS,ppiB;ECK0518;JW0514;NP_415058.1
NC_000913.2,b0526,553834,555219,+,CDS,cysS;ECK0519;JW0515;NP_415059.1
NC_000913.2,b0527,555255,555776,-,CDS,ybcI;ECK0520;JW0516;NP_415060.1
NC_000913.2,b0528,555884,556096,-,CDS,ybcJ;ECK0521;JW5070;NP_415061.2
NC_000913.2,b0529,556098,556964,-,CDS,folD;ads;ECK0522;JW0518;NP_415062.1
NC_000913.2,b0530,557435,557977,+,CDS,sfmA;ECK0523;fimA;JW0519;NP_415063.4
NC_000913.2,b0531,558197,558889,+,CDS,sfmC;ECK0524;fimC;JW0520;NP_415064.1
NC_000913.2,b0532,558920,561523,+,CDS,sfmD;ECK0525;fimD;JW0521;NP_415065.1
NC_000913.2,b0533,561559,562542,+,CDS,sfmH;ECK0526;fimH;JW5071;NP_415066.2
NC_000913.2,b0534,562553,563068,+,CDS,sfmF;ECK0527;fimF;JW5072;ybcG;NP_415067.1
NC_000913.2,b0535,563071,563703,-,CDS,fimZ;ECK0528;JW5073;ybcA;NP_415068.1
NC_000913.2,b0536,563946,564022,+,tRNA,argU;argW;dnaY;ECK0529;fimU;JWR0010;pin
NC_000913.2,b0537,564038,565201,-,CDS,intD;ECK0530;int;JW0525;NP_415069.1
NC_000913.2,b0540,566065,566364,+,CDS,insE1;ECK0298;NP_415072.2
NC_000913.2,b0541,566361,567227,+,CDS,insF1;ECK0299;NP_415073.1
NC_000913.2,b0543,567538,567870,+,CDS,emrE;eb;ECK0534;JW0531;mvrC;NP_415075.1
NC_000913.2,b0544,568125,569651,+,CDS,ybcK;ECK0535;JW0532;NP_415076.1
NC_000913.2,b0545,570116,570667,+,CDS,ybcL;ECK0536;JW0533;NP_415077.1
NC_000913.2,b0546,570677,571474,+,CDS,ybcM;ECK0537;JW0534;NP_415078.1
NC_000913.2,b4588,571591,571692,+,CDS,ylcH;ECK4398;YP_001165308.1
NC_000913.2,b0547,571689,572144,+,CDS,ybcN;ECK0538;JW0535;NP_415079.1
NC_000913.2,b0548,572144,572314,+,CDS,ninE;ECK0539;JW0536;NP_415080.1
NC_000913.2,b0549,572307,572597,+,CDS,ybcO;ECK0540;JW0537;NP_415081.1
NC_000913.2,b0550,572594,572956,+,CDS,rusA;ECK0541;JW0538;rus;ybcP;NP_415082.1
NC_000913.2,b4509,572953,573093,+,CDS,ylcG;ECK0542;JW5076;YP_588439.1
NC_000913.2,b0551,573179,573562,+,CDS,quuD;ECK0543;JW0539;ybcQ;NP_415083.1
NC_000913.2,b0552,573960,574976,-,CDS,insH1;ECK0261;NP_415084.1
NC_000913.2,b0554,576621,576836,+,CDS,essD;ECK0545;JW0543;ybcR;NP_415086.1
NC_000913.2,b0555,576836,577333,+,CDS,rrrD;arrD;ECK0546;JW0544;ybcS;NP_415087.1
NC_000913.2,b0556,577330,577791,+,CDS,rzpD;ECK0547;JW5079;Rz;ybcT;NP_415088.1
NC_000913.2,b4510,577550,577732,+,CDS,rzoD;ECK0548;JW5080;Rz1;YP_588440.1
NC_000913.2,b0557,577823,578116,-,CDS,borD;ECK0549;iss;JW0546;ybcU;NP_415089.1
NC_000913.2,b0558,578407,578817,-,CDS,ybcV;ECK0550;JW5081;NP_415090.2
NC_000913.2,b0559,579103,579309,+,CDS,ybcW;ECK0551;JW0548;NP_415091.1
NC_000913.2,b4589,579474,579668,-,CDS,ylcI;ECK4399;YP_001165309.1
NC_000913.2,b0560,580057,580602,+,CDS,nohD;ECK0552;JW0549;nohB;NP_415092.1
NC_000913.2,b0564,582904,583653,+,CDS,appY;ECK0556;JW0553;NP_415096.1
NC_000913.2,b0565,583903,584856,-,CDS,ompT;ECK0557;JW0554;NP_415097.1
NC_000913.2,b0566,585370,586131,-,CDS,envY;ECK0558;JW0555;NP_415098.1
NC_000913.2,b0567,586314,587204,-,CDS,ybcH;ECK0559;JW0556;NP_415099.1
NC_000913.2,b0568,587205,590177,-,CDS,nfrA;ECK0560;JW0557;NP_415100.1
NC_000913.2,b0569,590164,592401,-,CDS,nfrB;ECK0561;JW0558;NP_415101.1
NC_000913.2,b0570,592551,593993,-,CDS,cusS;ECK0562;JW5082;silS;ybcZ;NP_415102.1
NC_000913.2,b0571,593983,594666,-,CDS,cusR;ECK0563;JW0560;silR;ylcA;NP_415103.1
NC_000913.2,b0572,594823,596196,+,CDS,cusC;ECK0564;ibeB;JW0561;silC;ylcB;NP_415104.1
NC_000913.2,b0573,596354,596686,+,CDS,cusF;cusX;ECK0565;JW0562;silF;ylcC;NP_415105.1
NC_000913.2,b0574,596702,597925,+,CDS,cusB;ECK0566;JW0563;silB;ylcD;NP_415106.1
NC_000913.2,b0575,597937,601080,+,CDS,cusA;ECK0567;JW0564;silA;ybdE;NP_415107.1
NC_000913.2,b0576,601182,602558,+,CDS,pheP;ECK0568;JW0565;NP_415108.1
NC_000913.2,b0577,602639,603886,-,CDS,ybdG;ECK0569;JW0566;mscM;NP_415109.1
NC_000913.2,b0578,603994,604647,-,CDS,nfsB;dprA;ECK0570;JW0567;nfnB;nfsI;ntr;NP_415110.1
NC_000913.2,b0579,604741,605109,-,CDS,ybdF;ECK0571;JW5083;NP_415111.1
NC_000913.2,b0580,605174,605422,-,CDS,ybdJ;ECK0572;JW0569;NP_415112.1
NC_000913.2,b0581,605488,606606,-,CDS,ybdK;ECK0573;JW0570;NP_415113.1
NC_000913.2,b4700,606957,607015,+,antisense_RNA,sokE;ECK4512
NC_000913.2,b4415,607059,607211,+,CDS,hokE;ECK0574;JW5084;ybdY;YP_025295.1
NC_000913.2,b0582,607288,608400,+,CDS,insL1;ECK0016;NP_415114.1
NC_000913.2,b0583,608682,609302,-,CDS,entD;ECK0575;JW5085;NP_415115.2
