locus_tag,mutation_density,mutation_count,start,middle,end,avg_length,strand,type,gc_content,cpg_excess,asymmetry,binary_asymmetry,distance_from_oric,relative_distance_from_oric,relative_distance_oscillating_triangle,relative_distance_oscillating_cosine,essentiality_pec,binary_pec,essentiality_gerdes,binary_gerdes,transcript,protein_abundance_pax,protein_abundance_lb,gene_names
b0132,0,0,146968,147419.5,147870,903,+,CDS,0.488372093,1.072983114,leading,1,863211.5,0.371941498,0.743882997,0.920159902,NE,0,NE,0,7.0714095,1.00E-07,0,rpnC;ECK0131;yadD;NP_414674.1
b0133,0,0,147944,148370,148795,852,-,CDS,0.526995305,1.253688606,lagging,0,864162,0.372351051,0.744702102,0.920662918,NE,0,NE,0,141.390831,519,979,panC;ECK0132;NP_414675.1
b0134,0.001257862,1,148807,149204.5,149601,795,-,CDS,0.54591195,1.165317698,lagging,0,864996.5,0.372710621,0.745421242,0.921103288,NE,0,NE,0,120.1808475,891,1414,panB;ECK0133;NP_414676.1
b0135,0,0,149715,150334.5,150953,1239,-,CDS,0.403551251,0.738700269,lagging,0,866126.5,0.373197517,0.746395033,0.921697722,NE,0,NE,0,1.202859,0.358,0,yadC;ECK0134;NP_414677.1
b0136,0,0,151003,151301.5,151599,597,-,CDS,0.413735343,0.710714286,lagging,0,867093.5,0.373614179,0.747228357,0.922204698,NE,0,NE,0,0.415334,1.00E-07,0,yadK;ECK0135;NP_414678.1
b0137,0,0,151626,151929,152231,606,-,CDS,0.425742574,0.837620192,lagging,0,867721,0.373884557,0.747769113,0.922532837,NE,0,NE,0,1.099262,1.59,0,yadL;ECK0136;NP_414679.1
b0138,0,0,152243,152528,152812,570,-,CDS,0.428070175,0.99677159,lagging,0,868320,0.374142654,0.748285309,0.922845451,NE,0,NE,0,1.0376065,10.1,0,yadM;ECK0137;NP_414680.4
b0139,0.000384911,1,152829,154128,155426,2598,-,CDS,0.433410316,1.124053751,lagging,0,869920,0.374832064,0.749664128,0.923677505,NE,0,NE,0,0.446969,3.87,0,htrE;ECK0138;NP_414681.1
b0140,0.001349528,1,155461,155831.5,156201,741,-,CDS,0.443994602,0.959134615,lagging,0,871623.5,0.37556607,0.75113214,0.924558621,NE,0,NE,0,0,0.564,0,yadV;ECK0139;ecpD;NP_414682.1
b0141,0.001709402,1,156299,156591.5,156883,585,-,CDS,0.447863248,0.954712362,lagging,0,872383.5,0.37589354,0.751787079,0.924950136,NE,0,NE,0,0,1.00E-07,0,yadN;ECK0140;NP_414683.1
b0142,0,0,157253,157493,157732,480,-,CDS,0.5,1.000277855,lagging,0,873285,0.376281979,0.752563958,0.925413276,E,1,E,1,14.907635,3.98,70,folK;ECK0141;NP_414684.1
b0143,0.000715308,1,157729,158428,159126,1398,-,CDS,0.558655222,1.301829628,lagging,0,874220,0.376684853,0.753369705,0.925892171,NE,0,NE,0,83.673603,42.8,53,pcnB;ECK0142;NP_414685.4
b0144,0.001078749,1,159186,159649.5,160112,927,-,CDS,0.53613808,1.127883586,lagging,0,875441.5,0.377211174,0.754422348,0.926515572,NE,0,NE,0,13.395371,2.72,0,gluQ;ECK0143;yadB;NP_414686.3
b0145,0.002192982,1,160149,160377,160604,456,-,CDS,0.526315789,1.241986172,lagging,0,876169,0.37752464,0.75504928,0.926885653,NE,0,NE,0,500.536209,657,19076,dksA;ECK0144;msmA;NP_414687.1
b0146,0.00141844,1,160782,161134.5,161486,705,-,CDS,0.493617021,1.327990747,lagging,0,876926.5,0.377851032,0.755702065,0.92727004,NE,0,NE,0,72.565517,3.83,39,sfsA;ECK0145;sfs;sfs1;NP_414688.1
b0147,0,0,161501,161766.5,162031,531,-,CDS,0.559322034,1.352866242,lagging,0,877558.5,0.378123349,0.756246698,0.927589998,NE,0,NE,0,16.291771,3.14,0,thpR;ECK0146;ligT;yadP;NP_414689.4
b0148,0.000411523,1,162105,163320,164534,2430,+,CDS,0.565843621,1.259712,leading,1,879112,0.378792723,0.757585446,0.928373589,NE,0,NE,0,17.3897135,4.6,0,hrpB;ECK0147;yadO;NP_414690.4
b0149,0,0,164730,165997.5,167264,2535,+,CDS,0.55147929,1.166462388,leading,1,881789.5,0.379946407,0.759892814,0.929714493,NE,0,NE,0,34.0731545,30,67,mrcB;ECK0148;pbpF;ponB;NP_414691.1;YP_010051172.1
b0150,0.002228164,5,167484,168606,169727,2244,+,CDS,0.512477718,1.195058112,leading,1,884398,0.38107036,0.762140721,0.931009096,NE,0,NE,0,80.555107,110,318,fhuA;ECK0149;T1;T5rec;tonA;NP_414692.1
b0151,0,0,169778,170177,170575,798,+,CDS,0.568922306,1.154080675,leading,1,885969,0.381747274,0.763494549,0.931783186,NE,0,NE,0,16.522765,25.3,3,fhuC;ECK0150;NP_414693.1
b0152,0.001122334,1,170575,171020.5,171465,891,+,CDS,0.54657688,1.309807036,leading,1,886812.5,0.382110723,0.764221445,0.932197072,NE,0,NE,0,8.398827,0.515,0,fhuD;ECK0151;NP_414694.1
b0153,0.001512859,3,171462,172453.5,173444,1983,+,CDS,0.597579425,1.175325547,leading,1,888245.5,0.382728175,0.76545635,0.932897425,NE,0,NE,0,7.2278475,0.137,0,fhuB;ECK0152;NP_414695.1
b0154,0.00078064,1,173602,174242.5,174882,1281,-,CDS,0.555035129,1.225954637,lagging,0,890034.5,0.383499021,0.766998043,0.933766839,E,1,E,1,96.824787,521,0,hemL;ECK0153;gsa;popC;NP_414696.1
b0155,0,0,175107,175818,176528,1422,+,CDS,0.538677918,1.24093223,leading,1,891610,0.384177875,0.768355749,0.934527963,NE,0,NE,0,26.376461,2.72,0,clcA;ECK0154;eriC;yadQ;NP_414697.1
b0156,0.002898551,1,176610,176782.5,176954,345,+,CDS,0.507246377,1.271052632,leading,1,892574.5,0.384593459,0.769186919,0.934991815,E,1,NE,0,192.6327665,323,4072,erpA;ECK0155;yadR;NP_414698.1
b0157,0,0,177001,177313,177624,624,-,CDS,0.536858974,1.243748641,lagging,0,893105,0.384822042,0.769644084,0.935246267,NE,0,NE,0,9.782617,0.015,0,yadS;ECK0156;NP_414699.1
b0158,0,0,177662,178062.5,178462,801,-,CDS,0.529338327,1.016429573,lagging,0,893854.5,0.385144987,0.770289974,0.935604938,NE,0,NE,0,13.864561,1.73,0,btuF;ECK0157;yadT;NP_414700.1
b0159,0.001430615,1,178455,178804.5,179153,699,-,CDS,0.52360515,1.149224285,lagging,0,894596.5,0.385464701,0.770929402,0.935959072,NE,0,E,1,145.3887555,300,3054,mtn;ECK0158;mtnN;pfs;yadA;NP_414701.1
b0160,0,0,179237,179996,180754,1518,+,CDS,0.479578393,1.298555596,leading,1,895788,0.385978096,0.771956191,0.936525763,NE,0,NE,0,17.5152215,6.38,0,dgt;ECK0159;optA;NP_414702.1
b0161,0.001403509,2,180884,181596.5,182308,1425,+,CDS,0.539649123,1.073260595,leading,1,897388.5,0.386667721,0.773335442,0.937283144,NE,0,NE,0,60.107454,726,1782,degP;ECK0160;htrA;ptd;NP_414703.1
b0162,0.000863558,1,182463,183042,183620,1158,+,CDS,0.528497409,1.273479083,leading,1,898834,0.387290559,0.774581119,0.937963396,NE,0,NE,0,6.8014035,6.36,1,cdaR;ECK0161;sdaR;yaeG;NP_414704.4
b0163,0,0,183709,183902.5,184095,387,-,CDS,0.444444444,1.417582418,lagging,0,899694.5,0.387661333,0.775322665,0.938366642,NE,0,NE,0,150.0282515,1060,1416,yaeH;ECK0162;NP_414705.1
b0164,0,0,184257,184663.5,185069,813,-,CDS,0.514145141,1.209904526,lagging,0,900455.5,0.387989233,0.775978466,0.9387222,NE,0,NE,0,4.927949,1.00E-07,0,yaeI;ECK0163;NP_414706.2
b0166,0.002424242,2,185123,185535.5,185947,825,-,CDS,0.530909091,1.348039216,lagging,0,901327.5,0.388364961,0.776729923,0.939128394,E,1,E,1,263.9715425,1672,0,dapD;ECK0164;ssa;NP_414708.1
b0167,0.001122334,3,185978,187314.5,188650,2673,-,CDS,0.539468762,1.220230563,lagging,0,903106.5,0.389131499,0.778262998,0.939953029,NE,0,E,1,24.777257,26.5,172,glnD;ECK0165;glnD5;NP_414709.1
b0168,0,0,188712,189109.5,189506,795,-,CDS,0.504402516,1.385017422,lagging,0,904901.5,0.38990493,0.779809861,0.940779556,E,1,E,1,167.734337,398,1427,map;ECK0166;NP_414710.1
b0169,0.00137741,1,189874,190237,190599,726,+,CDS,0.513774105,1.085576259,leading,1,906029,0.390390749,0.780781498,0.941295886,E,1,E,1,1343.371888,3504,59526,rpsB;ECK0168;NP_414711.1
b0170,0,0,190857,191283,191708,852,+,CDS,0.498826291,1.14995276,leading,1,907075,0.39084145,0.781682901,0.941772932,E,1,E,1,564.129791,3902,42440,tsf;ECK0169;NP_414712.1
b0171,0,0,191855,192218,192580,726,+,CDS,0.527548209,1.003705137,leading,1,908010,0.391244324,0.782488648,0.942197757,E,1,E,1,87.051823,431,503,pyrH;ECK0170;smbA;umk;NP_414713.1
b0172,0,0,192872,193151,193429,558,+,CDS,0.508960573,1.477222777,leading,1,908943,0.391646336,0.783292673,0.942620169,E,1,E,1,504.1781155,1794,7015,frr;ECK0171;rrf;NP_414714.1
b0173,0.001670844,2,193521,194119.5,194717,1197,+,CDS,0.526315789,1.186095186,leading,1,909911.5,0.392063645,0.784127289,0.943057063,E,1,E,1,31.282432,6.23,0,dxr;ECK0172;ispC;yaeM;NP_414715.1
b0174,0,0,194903,195284,195664,762,+,CDS,0.5,1.088876436,leading,1,911076,0.392565406,0.785130811,0.943580227,E,1,E,1,76.449463,54.4,74,ispU;ECK0173;rth;uppS;yaeS;NP_414716.1
b0175,0.002331002,2,195677,196106,196534,858,+,CDS,0.508158508,1.063446949,leading,1,911898,0.39291959,0.78583918,0.943948107,E,1,E,1,66.286762,2.61,106,cdsA;cds;ECK0174;NP_414717.2
b0176,0.000739098,1,196546,197222.5,197898,1353,+,CDS,0.509238729,1.126358159,leading,1,913014.5,0.393400669,0.786801337,0.944445918,E,1,NE,0,117.9226645,8.95,27,rseP;ecfE;ECK0175;yaeL;NP_414718.1
b0177,0,0,197928,199144.5,200360,2433,+,CDS,0.506781751,1.148664616,leading,1,914936.5,0.394228822,0.788457644,0.945297819,E,1,E,1,216.630684,295,2804,bamA;ecfK;ECK0176;yaeT;yzzN;yzzY;NP_414719.1
b0178,0,0,200482,200725,200967,486,+,CDS,0.502057613,1.01659919,leading,1,916517,0.39490983,0.789819659,0.945993562,NE,0,NE,0,520.144623,1620,11333,skp;ECK0177;firA;hlpA;ompH;NP_414720.1
b0179,0.000974659,1,200971,201484,201996,1026,+,CDS,0.528265107,1.264221465,leading,1,917276,0.395236868,0.790473737,0.946326138,E,1,NE,0,298.1099855,191,205,lpxD;ECK0178;firA;omsA;NP_414721.1
b0180,0,0,202101,202329,202556,456,+,CDS,0.504385965,1.113553114,leading,1,918121,0.395600963,0.791201926,0.946695222,E,1,E,1,312.910492,704,7145,fabZ;ECK0179;sabA1;sefA;sfhC21;yaeA;NP_414722.1
b0181,0,0,202560,202954.5,203348,789,+,CDS,0.531051965,1.478541067,leading,1,918746.5,0.395870479,0.791740958,0.946967634,E,1,E,1,233.023743,380,1121,lpxA;ECK0180;NP_414723.1
b0182,0.000870322,1,203348,203922.5,204496,1149,+,CDS,0.537859008,1.042286799,leading,1,919714.5,0.396287572,0.792575144,0.94738787,E,1,E,1,68.3174705,40.2,49,lpxB;ECK0181;pgsB;NP_414724.1
b0183,0,0,204493,204791.5,205089,597,+,CDS,0.572864322,1.314254265,leading,1,920583.5,0.396662007,0.793324015,0.947763741,NE,0,E,1,35.965296,17,66,rnhB;ECK0182;NP_414725.1
b0184,0.000574218,2,205126,206867.5,208608,3483,+,CDS,0.54952627,1.304215052,leading,1,922659.5,0.397556517,0.795113033,0.948656371,E,1,E,1,45.224785,7.07,0,dnaE;ECK0183;polC;sdgC;NP_414726.1
b0185,0,0,208621,209101,209580,960,+,CDS,0.522916667,1.318828773,leading,1,924893,0.398518889,0.797037779,0.949608356,E,1,E,1,147.9042515,852,4927,accA;ECK0184;NP_414727.1
b0186,0.000466853,1,209679,210750,211820,2142,+,CDS,0.508870215,1.286807787,leading,1,926542,0.399229412,0.798458825,0.950305639,NE,0,NE,0,17.0693845,11.2,0,ldcC;ECK0185;ldc;ldcH;NP_414728.1
b0187,0.002564103,1,211877,212072,212266,390,+,CDS,0.505128205,1.370967742,leading,1,927864,0.399799037,0.799598074,0.950861231,NE,0,NE,0,29.582593,46.3,23,yaeR;ECK0186;NP_414729.4
b0188,0,0,212331,212980.5,213629,1299,+,CDS,0.580446497,1.146211814,leading,1,928772.5,0.400190493,0.800380985,0.951241277,E,1,E,1,21.478311,10.9,0,tilS;ECK0187;mesJ;yaeN;NP_414730.1
b0189,0,0,213678,213805.5,213932,255,-,CDS,0.478431373,1.101214575,lagging,0,929597.5,0.400545969,0.801091939,0.951585147,NE,0,NE,0,104.817589,118,1225,rof;ECK0188;yaeO;NP_414731.2
b4406,0,0,213925,214025.5,214125,201,-,CDS,0.507462687,1.377822581,lagging,0,929817.5,0.400640763,0.801281526,0.951676645,NE,0,NE,0,145.429695,264,566,yaeP;ECK0189;YP_026160.1
b0190,0,0,214291,214564,214836,546,+,CDS,0.523809524,1.081562918,leading,1,930356,0.400872793,0.801745585,0.951900252,NE,0,NE,0,35.447239,8.93,0,yaeQ;ECK0190;NP_414732.1
b0191,0,0,214833,215044.5,215255,423,+,CDS,0.541371158,1.131880734,leading,1,930836.5,0.401079831,0.802159662,0.952099348,NE,0,NE,0,36.1868285,1.71,0,arfB;ECK0191;yaeJ;NP_414733.1
b0192,0,0,215269,215624.5,215979,711,+,CDS,0.523206751,1.287629619,leading,1,931416.5,0.401329742,0.802659484,0.952339135,NE,0,NE,0,43.74041,11.5,0,nlpE;cutF;ECK0192;NP_414734.1
b0193,0,0,216179,216591.5,217003,825,-,CDS,0.493333333,0.996569385,lagging,0,932383.5,0.401746404,0.803492808,0.952737612,NE,0,NE,0,5.2198805,0.024,0,yaeF;ECK0193;yaeK;NP_414735.4
b0194,0,0,217057,217916.5,218775,1719,-,CDS,0.545084351,1.248942159,lagging,0,933708.5,0.402317322,0.804634643,0.953280962,E,1,E,1,154.476509,734,4948,proS;drp;drpA;ECK0194;NP_414736.1
b0195,0,0,218887,219241,219594,708,-,CDS,0.552259887,1.259720551,lagging,0,935033,0.402888023,0.805776047,0.953821042,NE,0,NE,0,20.656376,6.06,48,trmO;ECK0195;tsaA;yaeB;NP_414737.1
b0196,0.002469136,1,219591,219793.5,219995,405,-,CDS,0.533333333,1.225786925,lagging,0,935585.5,0.403126085,0.806252171,0.954045424,NE,0,NE,0,74.0178605,165,720,rcsF;ECK0196;NP_414738.1
b0197,0.00122549,1,220113,220521,220928,816,-,CDS,0.491421569,1.037546746,lagging,0,936313,0.403439551,0.806879103,0.954340063,NE,0,NE,0,129.343643,1871,3963,metQ;ECK0197;metD;yaeC;NP_414739.1
b0198,0.001529052,1,220968,221295,221621,654,-,CDS,0.52293578,1.290789474,lagging,0,937087,0.403773053,0.807546106,0.954652519,NE,0,NE,0,40.4424155,23.7,172,metI;ECK0198;metD;yaeE;NP_414740.1
b0199,0,0,221614,222130,222645,1032,-,CDS,0.529069767,1.108485499,lagging,0,937922,0.404132839,0.808265678,0.954988425,NE,0,NE,0,27.55031,110,373,metN;abc;ECK0199;metD;NP_414741.1
b0200,0.001736111,1,222833,223121,223408,576,+,CDS,0.501736111,1.26686217,leading,1,938913,0.404559842,0.809119684,0.955385503,NE,0,NE,0,53.2090915,52.8,0,gmhB;ECK0200;yaeD;NP_414742.1
b0207,0,0,229167,229569,229970,804,+,CDS,0.462686567,1.000028926,leading,1,945361,0.407338163,0.814676326,0.957927099,NE,0,NE,0,16.118327,107,0,dkgB;ECK0207;yafB;NP_414743.1
b0208,0.001092896,1,229967,230424.5,230881,915,-,CDS,0.496174863,1.357142857,lagging,0,946216.5,0.407706782,0.815413564,0.958258831,NE,0,NE,0,17.7594125,19.5,6,yafC;ECK0208;NP_414744.1
b0209,0.002496879,2,231122,231522.5,231922,801,+,CDS,0.526841448,1.223670022,leading,1,947314.5,0.408179889,0.816359779,0.958682712,NE,0,NE,0,86.2800445,21.3,0,yafD;ECK0209;NP_414745.1
b0210,0.001602564,1,231926,232238,232549,624,+,CDS,0.490384615,1.099677627,leading,1,948030,0.408488185,0.81697637,0.958957789,NE,0,E,1,18.7674895,0.696,0,yafE;ECK0210;NP_414746.1
b0211,0.000735835,1,232597,233276.5,233955,1359,-,CDS,0.519499632,1.183797909,lagging,0,949068.5,0.408935655,0.81787131,0.959355446,NE,0,NE,0,80.597038,1.89,0,mltD;dniR;ECK0211;yafG;NP_414747.1
b0212,0,0,234027,234405,234782,756,-,CDS,0.402116402,0.957045574,lagging,0,950197,0.409421904,0.818843808,0.959785415,NE,0,NE,0,30.804302,189,238,gloB;ECK0212;yafR;NP_414748.1
b0213,0.001383126,1,234816,235177.5,235538,723,+,CDS,0.493775934,1.043813948,leading,1,950969.5,0.40975476,0.819509519,0.960078453,NE,0,NE,0,28.121068,0.267,0,yafS;ECK0213;NP_414749.2
b0214,0.002136752,1,235535,235769,236002,468,-,CDS,0.504273504,1.045621622,lagging,0,951561,0.410009626,0.820019252,0.960302122,NE,0,E,1,35.1166155,7.01,22,rnhA;cer;dasF;ECK0214;herA;rnh;sdrA;sin;NP_414750.1
b0215,0,0,236067,236433,236798,732,+,CDS,0.50136612,1.316310016,leading,1,952225,0.410295731,0.820591462,0.960552472,NE,0,E,1,54.0880945,2.06,36,dnaQ;ECK0215;mutD;NP_414751.1
b0217,0,0,237335,237728,238120,786,+,CDS,0.427480916,0.780453208,leading,1,953520,0.410853722,0.821707444,0.961038498,NE,0,NE,0,1.101637,4.6,0,yafT;ECK0217;NP_414752.1
b0219,0,0,239419,239804.5,240189,771,-,CDS,0.547341115,1.169873784,lagging,0,955596.5,0.411748446,0.823496893,0.961811663,NE,0,NE,0,28.7156185,19.3,24,yafV;ECK0220;NP_414754.1
b0220,0,0,240343,240580,240816,474,+,CDS,0.5,1.101525054,leading,1,956372,0.412082595,0.824165189,0.962098464,NE,0,NE,0,87.347328,613,461,ivy;ECK0221;ykfE;NP_414755.1
b0221,0.000817996,2,240859,242081.5,243303,2445,-,CDS,0.568916155,1.181526879,lagging,0,957873.5,0.412729563,0.825459125,0.962650747,NE,0,NE,0,9.419332,63.9,30,fadE;ECK0222;yafH;NP_414756.2
b0222,0.001727116,1,243543,243832.5,244121,579,+,CDS,0.509499136,1.44189264,leading,1,959624.5,0.413484035,0.826968071,0.963289777,NE,0,NE,0,145.824638,968,4125,gmhA;ECK0223;lpcA;tfrA;yafI;NP_414757.1
b0223,0,0,244327,244711,245094,768,+,CDS,0.536458333,1.104619085,leading,1,960503,0.413862564,0.827725129,0.963608349,NE,0,NE,0,53.960413,27.8,68,yafJ;ECK0224;NP_414758.1
b0224,0,0,245065,245435.5,245805,741,-,CDS,0.484480432,1.080912477,lagging,0,961227.5,0.414174738,0.828349476,0.96387005,NE,0,NE,0,70.9622495,1.31,0,dpaA;ECK0225;ldtF;yafK;NP_414759.1
b0225,0,0,245961,246100.5,246239,279,-,CDS,0.394265233,1.291666667,lagging,0,961892.5,0.414461274,0.828922547,0.964109443,NE,0,NE,0,45.4686755,0.223,0,yafQ;ECK0226;NP_414760.1
b0226,0,0,246242,246372.5,246502,261,-,CDS,0.46743295,1.3359375,lagging,0,962164.5,0.414578473,0.829156947,0.964207135,NE,0,NE,0,141.6044235,40.4,280,dinJ;ECK0227;sosA;NP_414761.1
b0227,0.001333333,1,246712,247087,247461,750,+,CDS,0.524,1.126651127,leading,1,962879,0.414886338,0.829772676,0.964463133,NE,0,NE,0,3.4531505,6.99,0,yafL;ECK0228;NP_414762.1
b0228,0.002008032,1,247637,247886,248134,498,+,CDS,0.447791165,1.210500729,leading,1,963678,0.415230612,0.830461224,0.964748338,NE,0,NE,0,8.0379515,5.15,0,rayT;ECK0229;yafM;NP_414763.1
b0231,0.00094697,1,250898,251426,251953,1056,+,CDS,0.541666667,1.266745006,leading,1,967218,0.416755931,0.833511862,0.965998369,NE,0,NE,0,12.9254955,2.35,0,dinB;dinP;ECK0232;NP_414766.1
b0232,0,0,252005,252152,252298,294,+,CDS,0.421768707,1.376690947,leading,1,967944,0.417068751,0.834137501,0.966251992,NE,0,NE,0,14.0116645,1.14,0,yafN;ECK0233;NP_414767.1
b0233,0,0,252301,252500.5,252699,399,+,CDS,0.436090226,1.161111111,leading,1,968292.5,0.417218913,0.834437825,0.966373406,NE,0,NE,0,6.5643865,1.74,0,yafO;ECK0234;NP_414768.1
b0234,0,0,252709,252935.5,253161,453,+,CDS,0.432671082,1.367867555,leading,1,968727.5,0.417406346,0.834812692,0.966524654,NE,0,NE,0,2.136209,0.004,0,yafP;ECK0235;NP_414769.1
b0237,0,0,254259,254988,255716,1458,-,CDS,0.513717421,1.061953728,lagging,0,970780,0.418290729,0.836581458,0.96723378,NE,0,NE,0,192.4433515,982,5269,pepD;ECK0238;pepH;NP_414772.1
b0238,0.002178649,1,255977,256206.5,256435,459,+,CDS,0.518518519,1.334964886,leading,1,971998.5,0.418815758,0.837631516,0.967651233,NE,0,NE,0,37.2509135,240,4071,gpt;ECK0239;glyD;gpp;gxu;NP_414773.1
b0239,0,0,256527,257149.5,257771,1245,+,CDS,0.536546185,1.172211263,leading,1,972941.5,0.419222079,0.838444157,0.967972493,NE,0,NE,0,39.90588,47.9,122,frsA;ECK0240;yafA;NP_414774.1
b0241,0.00094697,1,259045,259573,260100,1056,-,CDS,0.446969697,1.267960776,lagging,0,975365,0.420266319,0.840532638,0.968790892,NE,0,NE,0,1.263935,129,0,phoE;ECK0242;ompE;NP_414776.1
b0242,0,0,260388,260940,261491,1104,+,CDS,0.5625,1.320162213,leading,1,976732,0.420855333,0.841710667,0.96924792,NE,0,NE,0,87.9232635,143,566,proB;ECK0243;pro(2);pro2;NP_414777.1
b0243,0,0,261503,262130,262756,1254,+,CDS,0.543062201,1.348737965,leading,1,977922,0.421368082,0.842736164,0.96964307,NE,0,NE,0,85.0029145,256,546,proA;ECK0244;pro(1);pro1;NP_414778.1
b0245,0,0,263328,263499,263669,342,-,CDS,0.511695906,0.93956044,lagging,0,979291,0.421957958,0.843915916,0.970094546,NE,0,E,1,7.055542,0.729,0,ykfI;ECK0246;NP_414779.1
b0246,0,0,263690,263849,264007,318,-,CDS,0.56918239,0.752053771,lagging,0,979641,0.422108766,0.844217533,0.970209436,NE,0,NE,0,5.3340315,48.7,0,yafW;ECK0247;NP_414780.1
b4504,0,0,264026,264137,264247,222,-,CDS,0.558558559,1.165966387,lagging,0,979929,0.42223286,0.84446572,0.970303811,NE,0,NE,0,2.804561,1.00E-07,0,ykfH;ECK0248;YP_588435.1
b0247,0,0,264256,264494.5,264732,477,-,CDS,0.58490566,1.032467532,lagging,0,980286.5,0.4223869,0.8447738,0.970420755,NE,0,NE,0,3.1915245,0.042,0,ykfG;ECK0249;NP_414781.1
b0248,0,0,264748,264977.5,265206,459,-,CDS,0.555555556,0.996340858,lagging,0,980769.5,0.422595016,0.845190031,0.970578391,NE,0,NE,0,13.70195,1.00E-07,0,yafX;ECK0250;NP_414782.1
b0249,0,0,265304,265424,265543,240,-,CDS,0.5875,0.919725696,lagging,0,981216,0.422787404,0.845574808,0.970723746,NE,0,NE,0,9.7107505,1.00E-07,0,ykfF;ECK0251;NP_414783.1
b0250,0,0,265620,265854,266087,468,-,CDS,0.525641026,0.959016393,lagging,0,981646,0.422972683,0.845945366,0.970863394,NE,0,NE,0,34.893238,1.89,0,ykfB;ECK0252;NP_414784.1
b0251,0,0,266110,266332,266553,444,-,CDS,0.506756757,0.77302944,lagging,0,982124,0.423178644,0.846357288,0.971018245,NE,0,NE,0,5.7784305,1.78,0,yafY;ECK0253;NP_414785.4
b0252,0,0,267184,267595,268005,822,-,CDS,0.577858881,0.980034166,lagging,0,983387,0.423722847,0.847445694,0.971425444,NE,0,NE,0,3.72956,1.1,0,yafZ;ECK0254;NP_414786.4
b0253,0.003472222,3,268097,268529,268960,864,-,CDS,0.568287037,1.008033601,lagging,0,984321,0.42412529,0.84825058,0.971724746,NE,0,NE,0,9.046443,0.019,0,ykfA;ECK0255;NP_414787.4
b0254,0,0,269289,269736,270182,894,-,CDS,0.479865772,0.913275952,lagging,0,985528,0.424645363,0.849290727,0.97210923,NE,0,NE,0,5.5702145,0.239,0,perR;ECK0256;NP_414788.1
b0256,0,0,270603,271179,271754,1152,+,CDS,0.458333333,1.008973825,leading,1,986971,0.425267125,0.850534249,0.972565485,NE,0,NE,0,15.3719485,2.54,0,insI1;ECK0258;tra8-1;NP_414790.1
b0259,0,0,274101,274600.5,275081,999,-,CDS,0.550458716,0.794484633,lagging,0,990392.5,0.426741384,0.853482769,0.973632477,NE,0,NE,0,49.7707845,1.04,0,insH1;ECK0261;trs5;trs5-1;yi52_1;NP_414793.2
b0260,0,0,275325,276027,276728,1404,+,CDS,0.548433048,1.179783571,leading,1,991819,0.427356036,0.854712072,0.974071163,NE,0,NE,0,4.044321,3.19,0,mmuP;ECK0262;ykfD;NP_414794.4
b0261,0,0,276715,277181.5,277647,933,+,CDS,0.603429796,1.277918587,leading,1,992973.5,0.427853488,0.855706977,0.974423542,NE,0,NE,0,16.120559,20.6,37,mmuM;ECK0263;yagD;NP_414795.1
b0262,0,0,277756,278279.5,278802,1047,-,CDS,0.563514804,1.216825463,lagging,0,994071.5,0.428326596,0.856653192,0.974756469,NE,0,NE,0,2.1544025,0.754,0,afuC;ECK0264;fbpC;yagC;NP_414796.2
b0264,0,0,279178,279430,279681,504,-,CDS,0.551587302,1.23375,lagging,0,995222,0.428822324,0.857644649,0.975103003,NE,0,NE,0,14.0450485,0.287,0,insB2;ECK0022;NP_414798.1
b0265,0,0,279600,279738,279875,276,-,CDS,0.532608696,0.929292929,lagging,0,995530,0.428955036,0.857910072,0.975195373,NE,0,E,1,9.654229,0.09,0,insA2;ECK0023;NP_414799.1
b0267,0,0,280829,281406.5,281983,1155,-,CDS,0.620779221,0.964151974,lagging,0,997198.5,0.429673961,0.859347922,0.97569281,NE,0,NE,0,0.3350205,0.369,0,yagA;ECK0268;NP_414801.1
b0268,0.00220022,2,282278,282732.5,283186,909,+,CDS,0.616061606,1.221398956,leading,1,998524.5,0.430245309,0.860490618,0.976084587,NE,0,NE,0,3.325392,61.3,355,yagE;ECK0269;NP_414802.2
b0269,0.00050813,1,283201,284185,285168,1968,+,CDS,0.667174797,1.239778697,leading,1,999977,0.430871164,0.861742328,0.97651013,NE,0,NE,0,3.163072,8.37,0,yagF;ECK0270;NP_414803.1
b0270,0.001446132,2,285395,286086.5,286777,1383,+,CDS,0.62472885,1.046333061,leading,1,1001878.5,0.431690484,0.863380969,0.977061512,NE,0,E,1,2.3279695,1.2,0,yagG;ECK0271;NP_414804.1
b0271,0,0,286789,287594.5,288399,1611,+,CDS,0.643699565,1.15955471,leading,1,1003386.5,0.432340253,0.864680506,0.977494187,NE,0,E,1,4.529247,2.08,0,yagH;ECK0272;NP_414805.1
b0272,0,0,288404,288783.5,289162,759,-,CDS,0.632411067,1.054239878,lagging,0,1004575.5,0.432852571,0.865705141,0.977832464,NE,0,NE,0,16.3618745,3.13,0,xynR;ECK0273;yagI;NP_414806.1
b0273,0,0,289301,289803.5,290305,1005,-,CDS,0.588059701,1.1953125,lagging,0,1005595.5,0.433292069,0.866584139,0.97812064,NE,0,NE,0,10.266937,49.8,21,argF;ECK0274;NP_414807.1
